ANOPRO,TIPO_COMBUSTIBLE,VALE,NOMBRE_PLACA,UNIDAD_ORGANICA,MES_CONSUMO,KM_RECORRIDO,CANTIDAD_GALONES,PRECIO,TOTAL_CONSUMO,FECHA_INGRESO_VALE,FECHA_SOAT,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,FECHA_CORTE
2019,DIESEL B5 S-50,2000420722,RO-9522,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201906,3,120,13,12.99,168.87,20190620,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420728,EUE-830,SUB GERENCIA DE SERENAZGO,201906,4,500,6,12.99,77.94,20190620,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420739,EUF-259,SUB GERENCIA DE SERENAZGO,201906,0,2.75,12.99,35.77,20190620,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420751,EUF-263,SUB GERENCIA DE SERENAZGO,201906,0,6,12.99,77.94,20190621,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420753,EUF-272,SUB GERENCIA DE SERENAZGO,201906,0,6,12.99,77.94,20190621,20200327,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420757,INT-400,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201906,5,200,49.02,12.99,636.73,20190621,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420758,EUF-273,SUB GERENCIA DE SERENAZGO,201906,0,3.89,12.99,50.52,20190621,20200327,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420762,EUE-827,SUB GERENCIA DE SERENAZGO,201906,4,500,6,12.99,77.94,20190621,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420766,EUF-265,SUB GERENCIA DE SERENAZGO,201906,0,4.83,12.99,62.79,20190621,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420770,EGT-599,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,4,160,25,12.99,324.75,20190621,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400973,EUA-021,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,4,200,5,12.82,64.1,20190208,20190303,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400979,EUA-845,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,4,500,6,12.82,76.92,20190208,20190905,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000400988,EA-1627,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201902,1,200,3,12.82,38.46,20190208,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404001,INT-008,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,1,200,2.55,12.82,32.63,20190208,20190515,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404005,PGQ-766,SUB G DE GESTIN RIESGO DE DESASTRES INSP ED,201902,4,500,5.95,12.82,76.28,20190208,20190516,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404019,EU-0228,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,1,200,2,12.82,25.64,20190208,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404020,EU-0214,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,1,200,2,12.82,25.64,20190208,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404025,EUE-826,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,4,500,8,12.82,102.56,20190208,20200115,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404029,EU-0224,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,1,200,2,12.82,25.64,20190208,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404034,INT-012,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,1,200,2.51,12.82,32.17,20190208,20160519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404035,MAE-999,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201902,0,10,12.82,128.2,20190208,19000101,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404002,EGE-171,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201902,4,500,6,12.82,76.92,20190208,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404085,EU-0223,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,1,200,2,12.82,25.64,20190209,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000404084,EU-0218,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201902,1,200,2,12.82,25.64,20190209,20190519,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000404075,EGE-165,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201902,6,900,31.34,13.01,407.72,20190209,20190514,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392080,EGB-802,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,6,900,12.58,12.73,160.08,20190310,20190211,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392068,EGB-804,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,6,900,23,12.73,292.83,20190310,20190211,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393659,EGZ-721,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,6,900,40,12.73,509.2,20190330,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393691,EAA-707,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,4,000,7.64,12.73,97.24,20190330,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393990,PIL-704,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201904,4,500,7.88,12.73,100.27,20190403,20190325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411035,EAA-654,SUB GERENCIA DE TRANSITO TRANSPORTE Y VIALIDAD,201904,4,500,5.12,15.1,77.27,20190411,20200613,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411110,EUA-845,SUB GERENCIA DE SERENAZGO,201904,4,500,6.23,15.1,94.1,20190412,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000411115,EUE-836,SUB GERENCIA DE SERENAZGO,201904,4,500,6.84,15.1,103.25,20190412,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411321,EGB-243,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201904,5,200,32.63,12.73,415.39,20190415,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411322,EGB-244,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201904,5,200,40,12.73,509.2,20190415,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411719,EUF-259,SUB GERENCIA DE SERENAZGO,201904,0,6,12.73,76.38,20190421,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411994,EUF-261,SUB GERENCIA DE SERENAZGO,201904,0,5.05,12.73,64.26,20190424,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000412015,EGZ-721,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,6,900,35,12.73,445.55,20190424,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000412017,EGZ-680,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,6,900,35,12.73,445.55,20190424,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000412247,6334-8F,SUB GERENCIA DE TRANSITO TRANSPORTE Y VIALIDAD,201904,1,200,1.71,15.49,26.47,20190426,20200307,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000412206,EUF-282,SUB GERENCIA DE SERENAZGO,201904,0,6,12.87,77.22,20190426,20200327,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000412257,EUE-827,SUB GERENCIA DE SERENAZGO,201904,4,500,3.77,12.87,48.57,20190427,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000412269,EUF-256,SUB GERENCIA DE SERENAZGO,201904,0,4.35,12.87,56.01,20190427,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000412528,EGE-165,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,6,900,23,12.87,296.01,20190430,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000416983,6589-8F,SUB GERENCIA DE SERENAZGO,201905,1,200,2,15.53,31.06,20190517,20200307,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417154,EGB-802,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,25,12.87,321.75,20190519,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000417157,EGY-017,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,6,900,25,12.87,321.75,20190519,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000417442,EGU-697,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201905,4,500,6,15.53,93.18,20190524,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000419148,EUE-774,SUB GERENCIA DE SERENAZGO,201906,4,500,5,12.99,64.9,20190601,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000419385,EGE-182,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,6,900,25,12.99,324.75,20190604,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000419386,EGB-800,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,6,900,25,12.99,324.75,20190604,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426608,EGZ-089,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201907,3,120,10,12.74,127.4,20190712,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426627,EGT-599,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,4,160,25,12.74,318.5,20190712,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426670,EGT-672,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,4,160,25,12.74,318.5,20190713,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426679,EUE-761,SUB GERENCIA DE SERENAZGO,201907,5,400,2.79,12.74,35.58,20190713,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426681,EGB-799,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,25,12.74,318.5,20190713,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426683,EGZ-089,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201907,3,120,10,12.74,127.4,20190713,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426684,EGY-017,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,30,12.74,382.2,20190713,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426686,EGE-184,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,4,160,25,12.74,318.5,20190713,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426692,EGZ-715,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,12.39,12.74,157.81,20190713,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426694,EGE-181,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,25,12.74,318.5,20190713,20190325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426823,EGE-180,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,25,12.74,318.5,20190715,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426824,EGY-017,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,30,12.74,382.2,20190715,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426909,EGT-684,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,4,160,25,12.74,318.5,20190716,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426910,EGB-799,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,24.59,12.74,313.21,20190716,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426922,INT-024,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,3,120,50,12.74,637,20190716,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426924,EGZ-680,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,6,900,30,12.74,382.2,20190716,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426927,EGE-185,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201907,4,500,3.13,12.74,39.93,20190716,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426929,INT-025,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,3,120,10,12.74,127.4,20190716,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426932,EGE-197,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201907,3,120,20,12.74,254.8,20190716,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426934,EGE-191,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201907,4,500,9.78,12.74,124.58,20190716,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426938,EUF-259,SUB GERENCIA DE SERENAZGO,201907,0,6,12.74,76.44,20190716,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426954,EAA-662,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201907,4,10,12.74,127.4,20190716,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426955,EUF-258,SUB GERENCIA DE SERENAZGO,201907,0,6,12.74,76.44,20190716,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426986,EUF-266,SUB GERENCIA DE SERENAZGO,201907,0,5.55,12.74,70.73,20190717,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426987,EUF-263,SUB GERENCIA DE SERENAZGO,201907,0,6,12.74,76.44,20190717,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426996,EUF-274,SUB GERENCIA DE SERENAZGO,201907,0,6,12.74,76.44,20190717,20200327,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000426999,EUF-252,SUB GERENCIA DE SERENAZGO,201907,0,6,12.74,76.44,20190717,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000410334,SGCTSV,S.G DE CONTROL TRANSITOY SEGURIDAD VIAL,201901,0,23,13.14,302.22,20190114,19000101,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000410338,EB-7423,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201901,1,200,2,13.14,26.28,20190114,20190724,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000410343,INT-006,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,1,200,2.5,13.14,32.88,20190114,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000410340,EW-1848,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,1,200,5,13.14,65.7,20190114,20190410,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000410342,EU-0207,S.G DE SERENAZGO PATRULLAJE MUNICIPAL POR SECTOR,201901,1,200,2,13.14,26.28,20190114,20190519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000410344,EW-1753,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,1,200,4.45,13.14,58.43,20190114,20190323,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000408817,EGE-176,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,4,160,40,13.25,530,20190108,20190303,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000408822,EGT-672,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,4,160,25,13.25,331.25,20190108,20190724,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000408824,EGZ-721,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,6,900,34,13.25,450.51,20190108,20190208,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000408827,EGB-802,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,6,900,24,13.25,318.03,20190108,20190211,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000408826,EGZ-715,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,6,900,34.87,13.25,461.99,20190108,20190208,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000408825,EGZ-671,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,6,900,37.41,13.25,495.66,20190108,20190208,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000408828,EGE-182,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,6,900,25,13.25,331.25,20190108,20190514,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000408877,EGB-804,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201901,6,900,21,13.25,278.25,20190109,20190211,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000408883,INT-400,S.GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201901,5,200,41.98,13.25,556.26,20190109,20190504,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000400866,EGE-197,S.GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201902,3,120,16,13.01,208.19,20190206,20190514,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000400908,EGB-803,S.GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLIDOS,201902,6,900,25,13.01,325.25,20190207,20190211,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392761,EGY-484,GERENCIA DE ADMINISTRACION TRIBUTARIA,201903,4,500,13.41,12.73,170.67,20190318,20190208,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392760,EAA-504,GERENCIA DE GESTION AMBIENTAL Y ORNATO,201903,4,500,10.22,12.73,130.15,20190318,20190309,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392758,EGY-925,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201903,4,500,8.89,12.73,113.2,20190318,20190905,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392770,PGQ-761,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201903,4,500,9.26,12.73,117.89,20190318,20190926,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392809,EGB-804,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,6,900,25,12.73,318.25,20190319,20190211,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392791,EGB-800,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,6,900,25,12.73,318.25,20190319,20190211,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392784,INT-027,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201903,3,120,29.08,12.73,370.21,20190319,20190724,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392796,EGZ-680,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,6,900,33.34,12.73,424.47,20190319,20190208,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392802,EGE-184,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,4,160,25,12.73,318.25,20190319,20190514,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392845,A1T-891,SUB GERENCIA DE SERENAZGO,201903,1,200,10,12.73,127.3,20190319,20190515,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393024,EGZ-671,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,6,900,40,12.73,509.2,20190321,20190208,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000393025,EGB-803,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,6,900,25,12.73,318.25,20190321,20190211,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392967,EGT-599,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,4,160,30,12.73,381.9,20190321,20190720,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000392953,EGT-684,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201903,4,160,25,12.73,318.25,20190321,20190724,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000392617,EU-0213,SUB GERENCIA DE SERENAZGO,201903,1,200,1.92,14.24,27.3,20190316,20200519,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000392625,EUA-843,SUB GERENCIA DE SERENAZGO,201903,4,500,7,14.24,99.68,20190316,20190905,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411417,EGE-192,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,4,160,18,12.73,229.14,20190416,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411418,INT-025,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,3,120,10,12.73,127.3,20190416,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411401,EGE-164,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,6,900,14.05,12.73,178.79,20190416,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000416787,EGE-183,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201905,4,160,34,12.87,437.58,20190515,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000417762,EUA-837,SUB GERENCIA DE SERENAZGO,201905,4,500,8,15.53,124.24,20190527,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000419529,EGT-672,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,4,160,25,12.99,324.75,20190606,20200325,LIMA,LIMA,ATE,150103,20230510
2019,GASOHOL 90,1000420195,EUE-826,SUB GERENCIA DE SERENAZGO,201906,4,500,8,15.39,123.12,20190614,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420500,EUF-282,SUB GERENCIA DE SERENAZGO,201906,0,6,12.99,77.94,20190618,20200327,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420526,EGE-168,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,6,900,43.58,12.99,566.08,20190618,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420527,EGE-167,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,6,900,25,12.99,324.75,20190618,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420534,EGT-946,S.G DE PARTICIPACION CIUDADADANA,201906,4,500,9.81,12.99,127.48,20190618,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420555,OO-8843,S.G DE PATRIMONIO Y SERVICIOS GENERALES,201906,4,500,6,12.99,77.94,20190618,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420573,EUF-259,SUB GERENCIA DE SERENAZGO,201906,0,4.5,12.99,58.47,20190618,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420594,EGA-011,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201906,5,200,37.67,12.99,489.39,20190619,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420621,EGE-183,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,4,160,36,12.99,467.64,20190619,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420671,EUF-253,SUB GERENCIA DE SERENAZGO,201906,0,4.96,12.99,64.39,20190619,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000420787,EGE-183,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201906,4,160,36,12.99,467.64,20190621,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411660,EGB-800,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,6,900,23,12.73,292.79,20190420,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411661,EGZ-089,SUB GERENCIA DE CONTROL OPERACIONES Y SANCIONES,201904,3,120,8,12.73,101.84,20190420,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411666,EGB-220,SUB GERENCIA DE AREAS VERDES Y CONTROL AMBIENTAL,201904,5,200,34.74,12.73,442.23,20190420,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411690,DGU-882,GERENCIA DE DESARROLLO E INCLUSION SOCIAL,201904,4,500,30,12.73,381.9,20190420,20190303,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411693,EAA-672,SUB GERENCIA DE GESTION Y MANEJO DE RESIDUOS SOLID,201904,4,2.47,12.73,31.47,20190420,20200325,LIMA,LIMA,ATE,150103,20230510
2019,DIESEL B5 S-50,2000411834,EUF-261,SUB GERENCIA DE SERENAZGO,201904,0,4.42,12.73,56.31,20190420,20200325,LIMA,LIMA,ATE,150103,20230510
